"u_id","u_gender","u_age","u_weekly_utilisation","u_sub_utilisation","u_format_pref","u_genre_pref","u_rating_given","u_other_sub","u_plan","u_occupation","baseline_score","treated","treatment_score","total_score","resub"
283,1,3,7,0.95,2,5,1.55,0,2,2,1058.09487405187,1,76.7517290907928,1134.84660314267,0
284,1,6,3,0.02,2,2,1.68,1,1,3,378.694874051873,1,169.994019706246,548.688893758119,1
285,1,3,2,0.06,2,1,1.38,0,2,4,498.894874051873,0,0,498.894874051873,1
286,1,5,7,0.23,1,6,3.64,1,1,3,1063.99487405187,0,0,1063.99487405187,1
287,1,6,7,0.16,1,5,3.51,0,2,5,1213.39487405187,0,0,1213.39487405187,1
288,1,2,7,0.35,1,6,3.73,1,1,3,1144.09487405187,0,0,1144.09487405187,1
289,1,2,2,0.9,2,1,4.41,1,1,2,654.594874051873,1,278.147056483162,932.741930535035,1
290,1,1,2,0.03,2,4,4.24,0,2,1,697.994874051873,0,0,697.994874051873,1
291,2,1,1,0.15,2,2,4.71,0,1,1,492.094874051873,1,272.018029523803,764.112903575676,1
292,1,5,5,0.34,2,2,1.87,1,1,3,659.794874051873,0,0,659.794874051873,1
293,1,4,4,0.51,1,7,4.36,1,1,3,791.394874051873,0,0,791.394874051873,1
294,2,5,3,0.39,1,3,2.81,1,2,3,633.294874051873,0,0,633.294874051873,1
295,1,2,2,0.59,1,6,1.54,1,1,3,490.794874051873,0,0,490.794874051873,1
296,1,2,2,0.53,1,6,0.12,0,2,2,516.994874051873,0,0,516.994874051873,1
297,1,6,7,0.98,2,3,4.25,1,2,3,1141.99487405187,1,105.045913743957,1247.04078779583,1
298,1,3,5,0.45,2,2,0.78,0,1,2,674.594874051873,0,0,674.594874051873,1
299,1,2,5,0.43,3,2,2.8,1,2,3,827.994874051873,0,0,827.994874051873,1
300,1,3,0,0.52,1,3,3.77,0,1,4,418.194874051873,0,0,418.194874051873,1
301,1,3,7,0.82,1,2,2.09,0,2,2,1168.19487405187,1,32.7578443200299,1200.9527183719,1
302,1,3,3,0.79,1,2,3.23,0,1,3,711.294874051873,0,0,711.294874051873,1
303,1,2,7,0.16,1,6,4.05,0,1,2,1190.39487405187,1,235.896640234802,1426.29151428668,1
304,1,2,4,0.09,3,4,0.07,0,1,4,677.294874051873,0,0,677.294874051873,1
305,2,1,3,0.96,3,3,0.26,1,2,1,599.894874051873,0,0,599.894874051873,1
306,1,4,4,0.51,1,4,0.43,0,1,3,729.894874051873,0,0,729.894874051873,0
307,2,3,4,0.74,3,3,4.84,0,1,3,800.294874051873,0,0,800.294874051873,1
308,1,2,1,0.89,1,7,2.38,0,2,4,621.794874051873,1,250.58791707167,872.382791123543,1
309,1,3,6,0.3,3,4,4.4,0,1,3,1031.09487405187,1,144.659220687397,1175.75409473927,1
310,1,1,7,0.07,2,5,3.46,0,2,1,1159.19487405187,1,276.547766199685,1435.74264025156,1
311,1,3,2,0.5,2,6,1.96,0,2,2,445.094874051873,0,0,445.094874051873,1
312,1,2,4,0.3,1,7,2.04,1,1,2,708.094874051873,0,0,708.094874051873,1
313,1,4,7,0.38,2,3,2.68,1,1,3,935.494874051873,1,162.880171466199,1098.37504551807,0
314,2,2,0,0.03,2,6,1.94,0,2,2,212.994874051873,1,156.946247118875,369.941121170748,0
315,1,1,7,0.4,1,2,3.26,0,1,1,1242.09487405187,0,0,1242.09487405187,1
316,2,3,5,0.9,2,2,4.78,0,1,2,933.094874051873,0,0,933.094874051873,1
317,1,3,0,0.2,2,2,2.62,0,1,2,159.094874051873,0,0,159.094874051873,0
318,1,3,0,0.04,1,3,2.4,0,2,2,277.294874051873,0,0,277.294874051873,0
319,2,3,5,0.02,3,1,1.21,0,1,3,720.194874051873,1,142.717935573559,862.912809625432,1
320,1,2,1,0.83,2,3,1.78,1,2,3,368.994874051873,0,0,368.994874051873,0
321,1,4,7,0.95,1,5,1.66,1,1,3,1058.59487405187,1,237.804492101767,1296.39936615364,1
322,1,2,7,0.11,2,1,1.32,0,2,2,1077.39487405187,1,130.308076277513,1207.70295032939,1
323,1,3,6,0.78,2,7,1.67,1,1,3,821.994874051873,1,231.952852275779,1053.94772632765,1
324,2,5,0,0.4,3,5,2.51,1,1,2,124.594874051873,0,0,124.594874051873,1
325,1,4,2,0.97,2,6,4.99,1,1,3,552.694874051873,1,242.841290798919,795.536164850792,1
326,2,3,1,0.29,1,1,2.65,1,1,3,412.294874051873,1,221.09087597342,633.385750025293,1
327,2,3,1,0.57,1,4,3.25,0,2,3,583.694874051873,1,77.7924013398075,661.48727539168,1
328,2,2,1,0.04,3,7,1.85,0,2,4,384.794874051873,1,262.462704307504,647.257578359377,1
329,1,3,2,0.99,2,6,2.39,0,2,2,530.294874051873,1,83.3987153474691,613.693589399342,1
330,2,5,7,0.13,1,2,1.87,1,2,3,1012.49487405187,1,116.628502596647,1129.12337664852,1
331,1,3,7,0.33,1,3,0.13,0,1,2,956.494874051873,1,138.317887246953,1094.81276129883,1
332,2,2,7,0.84,2,4,3.4,0,2,3,1276.29487405187,0,0,1276.29487405187,1
333,2,1,2,0.18,1,6,2.48,0,2,1,649.494874051873,0,0,649.494874051873,1
334,2,3,4,0.08,2,3,0.98,0,2,2,571.494874051873,1,26.7880504898074,598.28292454168,0
335,2,3,2,0.64,1,5,1.86,1,2,4,563.294874051873,1,263.512447281288,826.807321333161,1
336,1,4,2,0.98,1,1,0.98,1,1,3,533.494874051873,1,193.841349576173,727.336223628046,1
337,1,2,2,0.02,2,6,2.06,0,2,2,447.694874051873,0,0,447.694874051873,1
338,2,4,3,0.64,1,4,2.08,1,1,3,659.294874051873,0,0,659.294874051873,1
339,2,3,1,0.21,2,2,4.73,0,1,2,380.894874051873,1,97.8706069864394,478.765481038312,1
340,1,6,7,0.32,2,2,3.42,0,1,5,1079.69487405187,1,55.3994924509242,1135.0943665028,1
341,1,3,4,0.38,2,7,1.81,0,2,2,651.994874051873,0,0,651.994874051873,0
342,2,4,4,0.42,2,2,3.08,0,2,4,780.694874051873,1,122.037774757131,902.732648809004,1
343,2,3,5,0.21,1,6,3.33,1,2,3,865.894874051873,0,0,865.894874051873,1
344,1,3,5,0.29,1,6,0,1,1,2,659.794874051873,0,0,659.794874051873,1
345,1,2,5,0.61,1,4,4.04,1,1,2,1043.39487405187,0,0,1043.39487405187,1
346,2,3,7,0.73,2,3,0.31,1,1,3,862.494874051873,1,138.753963173697,1001.24883722557,1
347,2,1,2,0.94,2,2,0,0,1,1,474.294874051873,0,0,474.294874051873,1
348,2,1,3,0.18,2,7,4.03,1,1,1,636.994874051873,0,0,636.994874051873,1
349,1,3,6,0.08,2,5,1.72,1,2,4,843.494874051873,1,259.32888558608,1102.82375963795,1
350,1,1,2,0.77,1,6,0.11,1,2,1,552.694874051873,1,308.310780850323,861.005654902196,1
351,1,1,3,0.95,1,6,0.11,1,2,1,691.094874051873,0,0,691.094874051873,1
352,1,5,4,0.24,1,2,4.86,0,2,3,886.294874051873,0,0,886.294874051873,1
353,2,2,4,0.93,1,6,2.95,0,2,2,940.494874051873,0,0,940.494874051873,1
354,1,4,2,0.61,2,5,3.43,1,1,3,427.894874051873,1,161.082424157437,588.97729820931,1
355,1,2,3,0.31,1,7,2.95,1,1,3,639.894874051873,1,305.035268918551,944.930142970424,1
356,2,2,2,0.76,2,4,3.83,0,2,3,712.394874051873,1,180.946060516298,893.340934568171,1
357,1,1,1,0.78,2,1,1.98,1,1,1,462.494874051873,1,424.677433572974,887.172307624847,1
358,1,1,1,0.29,3,5,0.59,1,1,1,249.294874051873,1,409.152089807623,658.446963859496,1
359,1,4,5,0.01,2,6,2.61,0,2,2,758.894874051873,0,0,758.894874051873,1
360,1,4,3,0.85,1,3,2.04,0,2,3,709.594874051873,0,0,709.594874051873,1
361,1,4,1,0.16,2,4,2.92,1,2,3,358.894874051873,1,145.842085029622,504.736959081495,1
362,1,3,5,0.87,2,5,1.95,1,1,2,732.694874051873,1,218.769363964455,951.464238016328,1
363,1,4,3,0.04,2,3,1.1,0,2,3,457.294874051873,1,48.6404108208867,505.93528487276,1
364,2,3,5,0.22,2,1,4.97,0,2,4,1044.19487405187,0,0,1044.19487405187,0
365,1,3,6,0.28,2,3,2.95,1,2,4,930.994874051873,1,218.550940023117,1149.54581407499,1
366,1,2,4,0.05,3,7,1.2,1,2,3,583.594874051873,0,0,583.594874051873,1
367,2,2,2,0.25,1,5,2.41,0,1,3,545.094874051873,1,227.61353884702,772.708412898893,1
368,2,2,2,0.42,1,3,1.89,1,1,3,486.194874051873,1,238.274662569758,724.469536621631,1
369,2,4,0,0.13,1,6,0.85,1,2,3,156.494874051873,1,176.014639074238,332.509513126111,0
370,1,5,0,0.92,2,5,2.57,0,1,3,250.194874051873,0,0,250.194874051873,0
371,1,5,4,0.83,1,3,2.59,1,2,3,794.494874051873,1,99.080387008526,893.575261060399,1
372,2,2,3,0.8,1,2,4.3,1,2,2,821.094874051873,1,161.16438990164,982.259263953513,1
373,1,2,2,0.07,1,3,1.19,1,2,2,455.694874051873,1,133.13816974826,588.833043800133,1
374,2,3,7,0.91,2,5,4.63,0,2,3,1206.89487405187,0,0,1206.89487405187,1
375,1,2,2,0.09,2,2,4.78,0,2,2,592.794874051873,1,99.6401518717224,692.435025923595,1
376,1,2,0,0.67,1,4,3.99,0,2,4,638.694874051873,1,249.406737831902,888.101611883775,1
377,1,4,0,0.47,2,2,4.41,0,1,3,283.694874051873,1,77.3326229902509,361.027497042124,0
378,1,3,6,0.75,2,7,3.52,1,2,2,960.594874051873,0,0,960.594874051873,1
379,1,2,4,0.15,1,7,2.52,0,1,3,767.594874051873,0,0,767.594874051873,1
380,1,3,6,0.01,2,6,0.58,1,2,3,717.394874051873,1,137.285242126075,854.680116177948,1
381,1,2,7,0.66,2,5,1.21,1,2,2,1008.39487405187,0,0,1008.39487405187,1
382,2,2,2,0.34,3,6,0.27,0,2,3,399.794874051873,1,168.230144217578,568.025018269451,1
383,1,1,2,0.68,1,6,2.69,0,1,1,674.994874051873,0,0,674.994874051873,1
384,1,1,0,0.69,1,1,0.84,1,2,1,428.794874051873,1,345.402126889147,774.19700094102,0
385,2,3,0,0.16,1,1,3.75,1,1,2,335.394874051873,1,182.777319529199,518.172193581072,1
386,2,2,1,0.78,1,7,4.17,1,1,3,531.994874051873,0,0,531.994874051873,1
387,2,3,1,0.66,3,5,3.6,0,1,2,382.894874051873,1,108.473181603265,491.368055655138,1
388,2,2,4,0.82,1,2,2.01,0,2,4,939.194874051873,1,214.583018049038,1153.77789210091,1
389,2,3,5,0.5,2,5,4.91,0,1,3,887.594874051873,1,161.281757442158,1048.87663149403,1
390,1,3,0,0.51,2,6,0.64,1,2,4,155.394874051873,1,220.321878143139,375.716752195012,0
391,1,2,0,0.98,2,1,1.74,0,1,4,416.494874051873,1,311.732769236086,728.227643287959,1
392,1,4,6,0.34,3,2,0.5,0,1,3,761.294874051873,1,133.498593268112,894.793467319985,1
393,2,3,7,0.06,1,2,3.97,1,1,3,1058.39487405187,1,157.285824209661,1215.68069826153,1
394,1,4,4,0.93,2,4,2.2,1,1,3,717.994874051873,1,224.765947364679,942.760821416552,1
395,2,3,6,0.27,1,3,3.21,0,2,4,1097.69487405187,0,0,1097.69487405187,1
396,1,4,3,0.48,1,3,0.98,1,2,3,553.494874051873,1,96.4953216573371,649.99019570921,1
397,1,3,4,0.04,1,2,3.99,1,2,4,821.794874051873,1,219.819739318898,1041.61461337077,1
398,2,2,1,0.52,1,2,0.26,0,1,2,357.694874051873,0,0,357.694874051873,0
399,2,3,3,0.75,2,5,4.2,0,1,4,714.594874051873,1,264.90987922882,979.504753280693,1
400,1,6,4,0.95,2,4,3.49,1,1,3,785.094874051873,0,0,785.094874051873,1
401,2,1,3,0.28,1,2,3.64,1,2,1,780.494874051873,1,278.188541392887,1058.68341544476,1
402,1,4,0,0.64,2,3,2.55,1,1,3,157.794874051873,0,0,157.794874051873,0
403,1,2,6,0.26,2,5,0.54,0,2,3,862.894874051873,0,0,862.894874051873,1
404,2,4,6,0.59,1,2,2.19,0,1,4,1038.29487405187,0,0,1038.29487405187,1
405,1,6,6,0.07,2,3,2.54,1,1,5,833.194874051873,1,120.722220542121,953.917094593994,1
406,1,2,1,0.01,3,4,0.9,0,2,2,353.394874051873,0,0,353.394874051873,0
407,1,1,2,0.61,2,5,1.02,0,2,1,532.394874051873,1,252.393428030044,784.788302081917,1
408,2,3,7,0.71,1,3,1.44,1,1,2,1016.39487405187,0,0,1016.39487405187,1
409,2,3,2,0.49,1,5,4.37,1,1,4,619.294874051873,1,315.519746067509,934.814620119382,1
410,1,3,3,0.1,1,4,2.57,0,2,2,718.594874051873,1,78.4093629801931,797.004237032066,1
411,1,4,6,0.02,1,3,2.74,1,2,3,926.694874051873,0,0,926.694874051873,1
412,1,4,2,0.69,3,5,3.1,0,1,3,476.794874051873,1,154.870772793364,631.665646845237,1
413,1,1,0,0.48,2,1,2.49,1,2,1,383.994874051873,1,306.198925746597,690.19379979847,1
414,1,2,1,0.89,2,2,0.39,0,1,4,372.294874051873,0,0,372.294874051873,1
415,1,3,6,0.7,1,4,3.69,1,2,3,1142.59487405187,0,0,1142.59487405187,1
416,1,3,4,0.32,2,3,3.87,1,1,4,702.194874051873,0,0,702.194874051873,1
417,1,2,6,0.09,1,5,2.84,1,2,3,1000.79487405187,1,219.627878346348,1220.42275239822,1
418,2,3,7,0.6,1,1,4.11,1,1,2,1215.59487405187,0,0,1215.59487405187,1
419,2,3,3,0.2,1,3,4.1,0,2,3,728.094874051873,0,0,728.094874051873,1
420,1,2,0,0.93,2,6,3.66,1,2,2,360.994874051873,1,217.832572528032,578.827446579905,1
421,2,2,4,0.12,2,6,0.05,1,2,4,595.194874051873,1,322.244435202556,917.439309254429,1
422,1,2,0,0.17,1,6,3.84,1,2,2,371.194874051873,1,216.471896084099,587.666770135972,1
423,2,1,7,0.08,1,7,4.13,1,2,1,1238.99487405187,0,0,1238.99487405187,1
424,1,1,7,0.65,1,6,0.73,1,1,1,1093.09487405187,0,0,1093.09487405187,1
425,1,3,7,0.33,2,2,1,0,2,4,1009.99487405187,0,0,1009.99487405187,1
426,2,5,1,0.81,1,5,3.3,1,2,3,482.394874051873,1,114.760323624403,597.155197676276,1
427,1,3,5,0.43,2,1,3.56,0,2,4,1000.99487405187,0,0,1000.99487405187,1
428,2,5,5,0.5,1,5,3.85,1,1,3,879.594874051873,0,0,879.594874051873,1
429,2,2,6,0.65,2,5,1.86,1,2,3,924.594874051873,1,190.452708227079,1115.04758227895,1
430,1,4,4,0.18,1,2,0.99,1,2,2,629.994874051873,1,77.0820450902381,707.076919142111,0
431,1,3,5,0.04,1,3,2.15,0,1,2,789.794874051873,0,0,789.794874051873,1
432,2,3,6,0.66,1,5,2.28,1,2,3,986.894874051873,0,0,986.894874051873,1
433,1,4,1,0.94,1,1,4.94,1,2,3,661.294874051873,1,170.596013462029,831.890887513902,1
434,2,3,7,0.75,1,7,0.16,0,1,3,1012.59487405187,0,0,1012.59487405187,1
435,2,3,6,0.7,2,1,2.07,1,2,2,961.594874051873,1,122.447543683514,1084.04241773539,1
436,2,3,2,0.54,1,3,0.28,1,2,3,411.294874051873,0,0,411.294874051873,1
437,2,3,5,0.52,3,5,2.64,1,2,2,771.694874051873,1,133.899774848808,905.59464890068,0
438,2,3,1,0.86,1,4,2.79,1,1,3,493.394874051873,1,220.349405566477,713.744279618349,1
439,1,3,1,0.52,2,1,1.28,1,1,3,273.694874051873,0,0,273.694874051873,0
440,2,1,7,0.74,1,3,2.22,1,1,1,1179.29487405187,0,0,1179.29487405187,1
441,2,2,1,0.58,1,4,4.63,0,2,3,713.994874051873,0,0,713.994874051873,1
442,1,5,1,0.36,2,3,0.32,1,2,3,174.894874051873,0,0,174.894874051873,1
443,1,2,6,0.03,2,4,3.61,0,2,2,1066.49487405187,0,0,1066.49487405187,1
444,1,3,4,0.77,2,4,4.92,0,1,2,888.194874051873,0,0,888.194874051873,1
445,1,4,6,0.05,1,5,0.62,1,2,4,884.594874051873,1,263.880608227457,1148.47548227933,1
446,1,2,0,0.44,2,5,4.66,1,1,3,297.294874051873,1,309.463265372821,606.758139424694,1
447,1,2,6,0.72,1,4,3.62,1,2,2,1201.69487405187,1,191.691819150592,1393.38669320246,1
448,1,6,6,0.05,2,4,1.6,1,1,5,863.594874051873,0,0,863.594874051873,1
449,2,2,3,0.56,2,3,3.63,0,2,3,711.394874051873,0,0,711.394874051873,1
450,1,3,1,0.95,1,5,1.02,0,1,2,391.594874051873,1,181.993407590034,573.588281641906,1
451,2,4,2,0.93,3,1,3.85,1,2,3,620.494874051873,0,0,620.494874051873,1
452,2,6,7,0.65,2,6,1.35,0,1,5,1019.09487405187,1,122.746747144113,1141.84162119599,1
453,1,2,2,0.44,1,5,4.3,0,1,2,664.294874051873,1,250.666037630299,914.960911682172,1
454,1,3,3,0.16,1,5,1.57,1,2,4,601.394874051873,0,0,601.394874051873,1
455,1,6,3,0.81,2,3,3.12,0,2,3,658.394874051873,1,31.5413747705694,689.936248822442,1
456,1,2,0,0.38,1,4,0.08,1,1,3,240.494874051873,1,300.891103183356,541.385977235229,1
457,1,4,2,0.96,2,7,4.6,0,2,3,636.894874051873,0,0,636.894874051873,1
458,1,3,2,0.6,2,4,2.74,0,1,2,527.094874051873,0,0,527.094874051873,0
459,1,6,4,0.16,2,7,3.62,1,2,5,718.894874051873,1,169.278112517099,888.172986568972,1
460,1,3,7,0.2,2,2,4.64,0,1,2,1065.09487405187,1,149.777687307097,1214.87256135897,1
461,1,2,2,0.19,1,1,2.6,1,1,2,571.794874051873,0,0,571.794874051873,1
462,1,3,2,0.43,3,1,2.82,0,2,4,618.994874051873,0,0,618.994874051873,1
463,2,3,1,0.14,2,7,4.74,1,1,4,377.294874051873,1,322.370325843272,699.665199895145,1
464,2,2,1,0.21,3,1,1.5,1,2,3,354.394874051873,0,0,354.394874051873,1
465,2,2,0,0.94,1,6,2.48,0,2,4,518.294874051873,0,0,518.294874051873,1
466,1,3,3,0.73,3,4,4.57,0,1,2,750.494874051873,1,175.434880601469,925.929754653342,1
467,2,2,6,0.43,1,5,0.12,1,1,3,858.994874051873,0,0,858.994874051873,1
468,1,5,5,0.37,2,7,0.1,1,2,3,625.194874051873,1,170.63936854408,795.834242595953,1
469,1,2,6,0.24,1,2,4.54,1,1,2,1055.29487405187,1,269.47401398276,1324.76888803463,1
470,2,2,2,0.25,2,4,1.36,0,1,2,472.594874051873,1,281.708272427568,754.303146479441,0
471,2,4,4,0.33,2,2,1.6,1,2,3,579.994874051873,0,0,579.994874051873,1
472,1,1,0,0.36,1,4,4.51,0,2,1,624.394874051873,0,0,624.394874051873,1
473,1,3,0,0.92,2,4,4.36,0,2,2,469.694874051873,1,95.3974617928898,565.092335844763,1
474,1,2,3,0.79,1,1,4.01,1,2,3,885.294874051873,0,0,885.294874051873,1
475,1,3,5,0.56,1,7,4.78,0,2,4,1098.89487405187,0,0,1098.89487405187,1
476,1,4,3,0.52,2,1,4.71,1,2,3,725.194874051873,0,0,725.194874051873,1
477,1,3,5,0.42,1,5,0.36,1,1,3,694.694874051873,1,223.913383483105,918.608257534977,1
478,1,2,3,0.42,2,3,0.09,1,2,2,461.194874051873,1,151.571305993546,612.766180045419,1
479,1,3,4,0.94,2,4,2.62,1,2,3,790.294874051873,0,0,790.294874051873,1
480,1,3,5,0.1,1,2,0.09,0,1,4,754.594874051873,0,0,754.594874051873,1
481,1,6,5,0.95,2,2,0.15,1,2,3,703.094874051873,1,116.327849724897,819.42272377677,1
482,1,3,0,0.67,1,2,0.99,0,1,4,298.694874051873,0,0,298.694874051873,0
483,1,4,3,0.06,3,1,2.34,1,2,4,606.894874051873,1,259.474718454506,866.369592506379,1
484,2,3,7,0.83,1,4,2.82,1,2,4,1290.99487405187,0,0,1290.99487405187,0
485,1,1,6,0.52,1,6,0.24,1,1,1,936.694874051873,1,382.73795778156,1319.43283183343,1
486,2,6,4,0.78,1,1,4.99,1,2,3,987.994874051873,1,129.953869593737,1117.94874364561,1
487,1,4,1,0.98,1,1,1.6,1,2,3,499.494874051873,1,141.082781105577,640.57765515745,1
488,2,2,3,0.04,2,6,0.59,0,1,4,501.794874051873,1,323.5473226364,825.342196688273,1
489,2,4,4,0.27,1,7,0.62,1,2,3,623.194874051873,1,123.656556681001,746.851430732874,1
490,1,3,1,0.95,2,2,0.23,0,2,3,302.094874051873,0,0,302.094874051873,0
491,1,2,3,0.85,1,2,3.97,0,2,3,866.094874051873,1,91.6252146526722,957.720088704545,1
492,1,3,7,0.09,2,6,4.79,1,2,3,1053.29487405187,1,153.455422074947,1206.75029612682,1
493,2,2,6,0.09,1,7,4.59,1,1,2,1038.29487405187,0,0,1038.29487405187,1
494,1,3,0,0.54,1,7,2.75,0,2,3,359.794874051873,0,0,359.794874051873,0
495,2,2,2,0.16,2,7,4.25,0,2,2,575.394874051873,1,139.398605029897,714.79347908177,1
496,1,2,6,0.12,2,4,1.8,0,2,3,987.694874051873,1,129.271199416931,1116.9660734688,1
497,1,2,1,0.02,1,1,3,1,2,4,564.694874051873,1,324.405317263525,889.100191315398,1
498,2,3,7,0.95,1,1,3.48,0,2,3,1334.59487405187,0,0,1334.59487405187,1
499,1,1,1,0.11,2,7,2.59,1,2,1,375.894874051873,0,0,375.894874051873,0
500,2,2,3,0.32,1,7,4.17,0,1,2,757.194874051873,1,232.665942979474,989.860817031347,1
501,2,1,1,0.52,1,1,2.27,1,1,1,543.194874051873,1,427.493163422685,970.688037474558,0
502,1,5,4,0.94,2,7,3.79,0,2,3,823.794874051873,0,0,823.794874051873,1
503,1,1,6,0.69,1,2,2.24,0,1,1,1113.79487405187,1,261.061887532159,1374.85676158403,1
504,1,3,0,0.76,1,2,2.23,1,1,3,257.394874051873,0,0,257.394874051873,0
505,2,3,0,0.81,1,2,0.78,0,1,3,246.394874051873,0,0,246.394874051873,0
506,2,2,2,0.62,2,1,1.51,0,2,3,578.194874051873,0,0,578.194874051873,1
507,2,3,3,0.47,2,7,0.69,1,1,3,387.694874051873,0,0,387.694874051873,1
508,1,3,2,0.02,3,5,4.78,1,1,4,478.694874051873,0,0,478.694874051873,1
509,1,3,6,0.14,2,1,3.92,0,2,4,1096.29487405187,1,198.332740763422,1294.6276148153,1
510,2,6,0,0.46,1,4,0.76,0,2,5,389.894874051873,0,0,389.894874051873,1
511,1,1,5,0.55,1,1,4.67,0,2,1,1232.09487405187,1,257.892990339019,1489.98786439089,1
512,1,4,0,0.37,1,5,0.07,1,2,3,148.694874051873,0,0,148.694874051873,0
513,2,3,3,0.82,1,4,4.4,0,2,4,963.694874051873,1,178.206065774798,1141.90093982667,1
514,2,3,6,0.04,2,6,4.81,1,2,3,932.794874051873,1,125.100582699063,1057.89545675094,1
515,2,3,2,0.34,3,3,4.12,0,1,2,482.294874051873,0,0,482.294874051873,1
516,2,6,6,0.84,2,5,0.87,0,2,5,954.794874051873,0,0,954.794874051873,1
517,1,3,6,0.48,1,3,4.12,0,1,3,1060.49487405187,0,0,1060.49487405187,1
518,1,2,4,0.75,1,3,2.77,1,1,2,803.094874051873,1,270.81235993238,1073.90723398425,1
519,2,3,1,0.53,2,6,4.19,1,2,4,450.494874051873,1,247.873822802988,698.368696854861,1
520,1,2,2,0.75,2,6,0.54,1,2,2,411.594874051873,0,0,411.594874051873,1
521,1,4,3,0.65,2,3,4.89,0,2,4,786.094874051873,0,0,786.094874051873,1
522,1,5,6,0.43,1,5,1.76,1,1,4,940.994874051873,0,0,940.994874051873,1
523,1,4,7,0.11,2,3,0.6,1,2,3,846.394874051873,1,91.341590740594,937.736464792467,1
524,1,5,7,0.31,2,4,2.2,1,2,3,1032.39487405187,1,150.926276633604,1183.32115068548,1
525,1,3,0,0.29,1,1,0.59,0,2,3,299.294874051873,1,97.5236543540944,396.818528405967,1
526,1,2,1,0.22,1,5,3.05,1,2,3,453.194874051873,0,0,453.194874051873,1
527,2,2,7,0.92,2,3,0.42,1,1,3,952.694874051873,1,231.610008358293,1184.30488241017,1
528,2,2,1,0.09,3,5,0.82,1,1,2,174.794874051873,1,275.126321886327,449.9211959382,1
529,2,1,2,0.44,1,5,4.09,0,1,1,713.794874051873,1,317.51240319929,1031.30727725116,1
530,1,5,7,0.08,1,6,3.97,0,2,4,1225.99487405187,1,221.819058884324,1447.8139329362,1
531,2,4,1,0.55,2,4,2.87,1,2,3,407.094874051873,1,137.179684880524,544.274558932397,1
532,1,5,2,0.03,2,2,3.65,0,2,4,528.494874051873,0,0,528.494874051873,1
533,1,2,1,0.91,1,3,0.13,1,1,3,346.894874051873,0,0,346.894874051873,1
534,1,4,5,0.7,3,4,0.36,0,2,3,816.094874051873,1,71.5058579086136,887.600731960487,1
535,2,3,2,0.38,1,2,3.42,1,2,2,547.494874051873,0,0,547.494874051873,1
536,2,4,7,0.58,1,4,4.34,0,1,4,1339.49487405187,0,0,1339.49487405187,1
537,1,2,4,0.17,1,7,4.17,0,2,2,902.694874051873,1,143.190609486789,1045.88548353866,1
538,1,3,4,0.17,1,5,3.39,1,1,4,758.694874051873,0,0,758.694874051873,1
539,1,2,2,0.17,2,4,3.38,1,1,3,508.194874051873,1,320.475727883628,828.670601935501,1
540,1,5,2,0.08,2,5,2.45,0,1,2,364.994874051873,1,132.76402963553,497.758903687403,1
541,1,2,0,0.26,1,4,2.93,1,1,3,367.394874051873,0,0,367.394874051873,0
542,2,3,2,0.37,1,4,1.55,0,2,3,587.694874051873,0,0,587.694874051873,1
543,2,2,5,0.72,2,4,4.25,1,2,2,1018.19487405187,0,0,1018.19487405187,1
544,2,2,2,0.18,2,2,3.52,0,1,2,491.494874051873,0,0,491.494874051873,1
545,2,3,6,0.96,1,1,0.97,1,1,2,990.394874051873,1,194.419864500374,1184.81473855225,1
546,1,3,1,0.07,2,1,4.98,0,1,3,455.194874051873,1,154.215538170593,609.410412222466,1
547,2,2,1,0.08,1,7,0.2,1,1,3,242.494874051873,0,0,242.494874051873,0
548,2,4,5,0.02,1,7,2.76,0,2,3,867.694874051873,0,0,867.694874051873,1
549,1,5,7,0.84,1,5,3.19,0,2,2,1225.79487405187,0,0,1225.79487405187,1
550,2,2,2,0.66,1,1,3.03,0,1,3,709.394874051873,0,0,709.394874051873,1
551,1,6,6,0.01,2,3,0.3,0,1,5,768.394874051873,1,113.772851582604,882.167725634477,1
552,2,2,0,0.33,1,2,4.24,1,2,4,471.994874051873,1,292.32681971695,764.321693768823,1
553,2,3,2,0.1,2,7,3.55,1,2,3,417.594874051873,1,128.064904979195,545.659779031068,1
554,1,3,2,0.74,2,1,3.44,1,2,3,575.294874051873,1,156.437851572456,731.732725624329,1
555,2,3,6,0.25,1,2,4.32,1,1,3,985.594874051873,1,166.466692617467,1152.06156666934,1
556,1,3,3,0.07,2,5,1.2,0,1,3,416.194874051873,1,187.244435315223,603.439309367096,1
557,2,4,4,0.26,1,5,3.49,0,1,3,770.394874051873,0,0,770.394874051873,1
558,2,4,0,0.74,2,5,0.15,1,1,3,50.7948740518729,1,195.408462917421,246.203336969294,0
559,1,5,7,0.5,2,1,4.27,0,2,3,1215.59487405187,0,0,1215.59487405187,1
560,1,4,1,0.15,1,5,4.38,0,2,3,505.594874051873,0,0,505.594874051873,1
561,1,2,4,0.01,1,2,4.43,1,2,3,839.894874051873,1,167.606819495118,1007.50169354699,1
562,1,2,0,0.39,1,3,4.63,1,1,3,389.294874051873,1,259.100756430591,648.395630482464,1
563,1,2,2,0.69,1,3,4.97,0,2,4,840.294874051873,0,0,840.294874051873,1
564,2,3,2,0,1,5,2.09,1,1,2,381.594874051873,0,0,381.594874051873,1
565,2,3,6,0.75,2,6,0.91,0,2,4,945.094874051873,0,0,945.094874051873,1
